id,segment_id,city,state,latitude,longitude,road_type,pothole_count,crack_type,crack_count,weather,traffic_level,speed_limit_kmph,avg_vehicle_speed_kmph,rainfall_mm,visibility,surface_age_months,accident_history_count,accident_risk,immediate_action,maintenance_priority,authority_responsible,response_time_hours,repair_status,date_reported
8775,SEG-5935,Pune,Maharashtra,17.00588,76.88974,Highway,14,Longitudinal Crack,33,Rainy,Low,45,66,162.36,Poor,12,4,Critical,Immediate Barricade,Urgent,Municipality,20,Temporary Repair,2025-05-27
8776,SEG-4444,Chennai,Tamil Nadu,13.62091,74.30746,Village Road,24,Alligator Crack,25,Dry,Heavy,38,27,106.67,Foggy,31,3,Critical,Immediate Barricade,Urgent,Municipality,59,Repaired,2025-05-09
8777,SEG-2052,Kochi,Kerala,13.24528,93.58951,Highway,0,Edge Crack,0,Hot,Moderate,79,64,116.22,Foggy,42,14,Low,Seal Cracks,Low,Municipality,38,Not Repaired,2025-12-26
8778,SEG-9203,Bhopal,Madhya Pradesh,11.95578,92.22419,Highway,6,Longitudinal Crack,14,Dry,Heavy,96,57,139.35,Foggy,25,12,High,Resurface Road,High,Highways Dept,66,Repaired,2025-12-12
8779,SEG-1570,Bhopal,Madhya Pradesh,24.58182,71.24862,City Road,0,Longitudinal Crack,4,Humid,Low,76,52,112.48,Foggy,7,0,Low,Seal Cracks,Low,Highways Dept,57,Repaired,2025-07-20
8780,SEG-5595,Coimbatore,Tamil Nadu,25.90736,90.87949,City Road,8,Transverse Crack,5,Dry,Heavy,44,48,188.36,Foggy,21,13,Medium,Fill Pothole,Medium,Panchayat,17,Not Repaired,2025-04-14
8781,SEG-7435,Hyderabad,Telangana,15.49753,91.57151,Village Road,8,Edge Crack,12,Dry,Heavy,77,64,165.73,Clear,3,14,High,Resurface Road,High,Highways Dept,25,Temporary Repair,2025-08-02
8782,SEG-6202,Warangal,Telangana,13.92352,70.21527,Village Road,6,Longitudinal Crack,9,Rainy,Heavy,83,54,5.5,Clear,11,7,Medium,Fill Pothole,Medium,Highways Dept,35,Temporary Repair,2025-07-26
8783,SEG-3876,Udaipur,Rajasthan,23.27887,82.22113,Village Road,19,Edge Crack,3,Dry,Heavy,62,31,194.11,Clear,52,2,Medium,Fill Pothole,Medium,Panchayat,29,Not Repaired,2025-01-12
8784,SEG-3479,Delhi,Delhi,15.78891,85.74152,Village Road,4,Edge Crack,5,Hot,Heavy,48,90,112.54,Foggy,34,5,Low,Seal Cracks,Low,Highways Dept,50,Not Repaired,2025-09-13
8785,SEG-4872,Madurai,Tamil Nadu,9.20952,69.40317,Highway,24,Longitudinal Crack,1,Rainy,Heavy,36,69,190.96,Poor,45,5,High,Resurface Road,High,Municipality,59,Not Repaired,2025-01-13
8786,SEG-4158,Chennai,Tamil Nadu,14.46473,72.61846,Highway,11,Alligator Crack,19,Humid,Heavy,97,61,148.91,Clear,19,10,High,Resurface Road,High,Panchayat,39,Temporary Repair,2025-02-13
8787,SEG-2909,Madurai,Tamil Nadu,25.58369,82.08419,Village Road,0,Transverse Crack,5,Humid,Heavy,32,87,106.22,Poor,24,14,Medium,Fill Pothole,Medium,Highways Dept,72,Repaired,2025-03-11
8788,SEG-7126,Chennai,Tamil Nadu,14.53791,75.94945,Highway,12,Edge Crack,19,Dry,Heavy,39,47,166.68,Poor,3,8,High,Resurface Road,High,Municipality,41,Repaired,2025-04-27
8789,SEG-5942,Madurai,Tamil Nadu,20.74552,69.09958,Village Road,21,Edge Crack,17,Rainy,Heavy,92,40,155.2,Clear,15,1,High,Resurface Road,High,Municipality,3,Repaired,2025-08-20
8790,SEG-5386,Madurai,Tamil Nadu,17.12902,88.71411,Highway,9,Edge Crack,12,Dry,Low,88,49,121.59,Poor,39,12,High,Resurface Road,High,Municipality,5,Temporary Repair,2025-09-22
8791,SEG-2911,Coimbatore,Tamil Nadu,8.07707,71.6943,City Road,9,Edge Crack,31,Rainy,Low,79,51,52.42,Clear,8,4,High,Resurface Road,High,Panchayat,12,Not Repaired,2025-10-25
8792,SEG-3124,Madurai,Tamil Nadu,9.94903,92.1752,Highway,6,Transverse Crack,2,Humid,Moderate,45,50,125.36,Poor,55,6,Low,Seal Cracks,Low,Municipality,17,Not Repaired,2025-03-10
8793,SEG-7322,Jaipur,Rajasthan,27.20321,70.66282,City Road,5,Transverse Crack,25,Humid,Heavy,51,58,67.3,Poor,2,13,High,Resurface Road,High,Municipality,9,Repaired,2025-03-25
8794,SEG-8529,Chennai,Tamil Nadu,12.05527,78.02645,City Road,2,Edge Crack,31,Humid,Moderate,83,29,136.46,Poor,44,6,High,Resurface Road,High,Panchayat,70,Temporary Repair,2025-10-23
8795,SEG-6269,Indore,Madhya Pradesh,14.94835,76.30293,Village Road,16,Longitudinal Crack,30,Humid,Low,75,64,176.04,Foggy,9,2,High,Resurface Road,High,Panchayat,44,Temporary Repair,2025-06-11
8796,SEG-5643,Mumbai,Maharashtra,16.28432,89.0287,Village Road,9,Edge Crack,31,Dry,Low,58,49,106.51,Foggy,28,10,Critical,Immediate Barricade,Urgent,Municipality,32,Repaired,2025-02-20
8797,SEG-7031,Chennai,Tamil Nadu,27.2196,81.31901,City Road,9,Edge Crack,5,Dry,Heavy,65,33,14.87,Poor,41,10,Medium,Fill Pothole,Medium,Panchayat,47,Temporary Repair,2025-11-10
8798,SEG-2498,Hyderabad,Telangana,21.92876,80.00787,City Road,4,Alligator Crack,26,Dry,Heavy,64,83,72.19,Clear,34,0,High,Resurface Road,High,Highways Dept,30,Not Repaired,2025-11-26
8799,SEG-1070,Delhi,Delhi,19.86315,90.73947,Highway,19,Longitudinal Crack,22,Dry,Heavy,70,73,108.34,Clear,21,9,Critical,Immediate Barricade,Urgent,Panchayat,57,Not Repaired,2025-06-26
8800,SEG-1092,Bengaluru,Karnataka,9.79335,69.95957,Village Road,25,Edge Crack,27,Rainy,Heavy,38,23,146.92,Clear,37,4,Critical,Immediate Barricade,Urgent,Panchayat,59,Not Repaired,2025-05-08
8801,SEG-3770,Madurai,Tamil Nadu,23.9618,69.28299,Village Road,8,Transverse Crack,40,Dry,Heavy,90,23,48.08,Clear,24,3,Critical,Immediate Barricade,Urgent,Panchayat,42,Not Repaired,2025-12-26
8802,SEG-2271,Ahmedabad,Gujarat,11.32348,89.98524,Highway,14,Longitudinal Crack,31,Dry,Moderate,72,54,19.83,Foggy,10,15,Critical,Immediate Barricade,Urgent,Panchayat,46,Repaired,2025-03-21
8803,SEG-3275,Pune,Maharashtra,16.06266,83.25272,Village Road,0,Edge Crack,24,Humid,Low,95,60,118.1,Foggy,47,5,Medium,Fill Pothole,Medium,Panchayat,44,Repaired,2025-05-26
8804,SEG-4636,Mysuru,Karnataka,10.61192,76.67741,Village Road,6,Edge Crack,35,Rainy,Low,67,31,148.16,Clear,34,0,High,Resurface Road,High,Municipality,33,Not Repaired,2025-08-02
8805,SEG-1308,Bengaluru,Karnataka,21.73226,76.57179,City Road,16,Longitudinal Crack,19,Hot,Low,41,52,91.17,Clear,24,14,High,Resurface Road,High,Municipality,45,Repaired,2025-07-17
8806,SEG-8865,Jaipur,Rajasthan,12.41031,81.71363,Highway,8,Alligator Crack,34,Dry,Heavy,48,69,111.45,Foggy,51,13,Critical,Immediate Barricade,Urgent,Municipality,66,Temporary Repair,2025-07-12
8807,SEG-6803,Pune,Maharashtra,12.71293,74.29697,Highway,0,Longitudinal Crack,18,Dry,Low,31,79,154.56,Clear,13,15,High,Resurface Road,High,Highways Dept,31,Temporary Repair,2025-12-03
8808,SEG-9780,Mumbai,Maharashtra,9.41713,85.61444,City Road,15,Alligator Crack,40,Humid,Heavy,56,53,175.97,Clear,43,8,Critical,Immediate Barricade,Urgent,Highways Dept,64,Not Repaired,2025-01-27
8809,SEG-7006,Coimbatore,Tamil Nadu,21.05998,94.34426,City Road,20,Alligator Crack,14,Rainy,Heavy,63,62,154.71,Poor,39,9,High,Resurface Road,High,Panchayat,48,Temporary Repair,2025-06-17
8810,SEG-7872,Mysuru,Karnataka,17.61425,70.55885,Highway,23,Longitudinal Crack,21,Hot,Moderate,88,81,71.7,Clear,31,8,Critical,Immediate Barricade,Urgent,Panchayat,68,Temporary Repair,2025-06-19
8811,SEG-6458,Indore,Madhya Pradesh,10.53819,74.24991,Highway,2,Edge Crack,10,Humid,Heavy,52,28,198.51,Foggy,5,1,Low,Seal Cracks,Low,Municipality,42,Repaired,2025-05-09
8812,SEG-6624,Delhi,Delhi,24.25704,76.78821,City Road,9,Edge Crack,25,Humid,Heavy,57,66,2.8,Clear,53,7,High,Resurface Road,High,Highways Dept,22,Temporary Repair,2025-08-09
8813,SEG-1704,Mumbai,Maharashtra,8.93605,78.39913,Highway,11,Edge Crack,14,Rainy,Moderate,64,40,26.5,Clear,9,15,High,Resurface Road,High,Municipality,28,Not Repaired,2025-06-14
8814,SEG-4650,Bhopal,Madhya Pradesh,11.11046,69.13776,City Road,14,Alligator Crack,32,Hot,Moderate,67,39,46.75,Foggy,32,9,Critical,Immediate Barricade,Urgent,Highways Dept,61,Temporary Repair,2025-08-15
8815,SEG-7539,Warangal,Telangana,11.14737,94.40703,City Road,7,Alligator Crack,2,Rainy,Heavy,94,86,143.95,Foggy,50,15,Medium,Fill Pothole,Medium,Highways Dept,2,Repaired,2025-04-21
8816,SEG-2652,Jaipur,Rajasthan,23.18178,87.77615,Highway,19,Edge Crack,40,Dry,Moderate,97,85,156.13,Foggy,42,7,Critical,Immediate Barricade,Urgent,Panchayat,23,Temporary Repair,2025-03-27
8817,SEG-8046,Coimbatore,Tamil Nadu,16.00759,77.12294,Highway,16,Alligator Crack,19,Dry,Heavy,61,35,153.34,Poor,6,2,High,Resurface Road,High,Panchayat,53,Temporary Repair,2025-01-25
8818,SEG-9883,Madurai,Tamil Nadu,21.73867,88.09519,Village Road,0,Edge Crack,5,Hot,Low,97,37,101.84,Foggy,25,5,Low,Seal Cracks,Low,Highways Dept,53,Not Repaired,2025-07-28
8819,SEG-7971,Nagpur,Maharashtra,19.61521,93.05998,Highway,0,Alligator Crack,2,Dry,Moderate,75,72,132.08,Poor,38,7,Low,Seal Cracks,Low,Highways Dept,61,Not Repaired,2025-04-24
8820,SEG-2251,Warangal,Telangana,18.57009,76.00042,Highway,18,Transverse Crack,23,Dry,Heavy,74,78,12.65,Foggy,37,6,High,Resurface Road,High,Highways Dept,29,Temporary Repair,2025-09-05
8821,SEG-4805,Indore,Madhya Pradesh,16.88023,79.68883,City Road,24,Edge Crack,26,Dry,Low,67,69,141.23,Clear,27,6,Critical,Immediate Barricade,Urgent,Municipality,3,Temporary Repair,2025-03-03
8822,SEG-3084,Thiruvananthapuram,Kerala,22.22606,73.72712,Highway,6,Transverse Crack,10,Humid,Heavy,81,24,21.57,Clear,53,14,High,Resurface Road,High,Municipality,48,Not Repaired,2025-10-15
8823,SEG-3699,Udaipur,Rajasthan,13.89561,77.43009,Highway,25,Edge Crack,0,Dry,Heavy,85,64,29.59,Foggy,49,0,Medium,Fill Pothole,Medium,Panchayat,68,Temporary Repair,2025-03-21
8824,SEG-8459,Mumbai,Maharashtra,19.01912,85.62664,Village Road,8,Alligator Crack,24,Rainy,Heavy,55,68,43.19,Foggy,41,5,High,Resurface Road,High,Panchayat,41,Not Repaired,2025-06-12
8825,SEG-7368,Delhi,Delhi,10.04972,92.06954,City Road,6,Transverse Crack,0,Dry,Low,30,79,102.12,Clear,53,3,Low,Seal Cracks,Low,Highways Dept,57,Not Repaired,2025-05-13
8826,SEG-9378,Coimbatore,Tamil Nadu,27.07144,85.19857,Highway,3,Edge Crack,23,Humid,Heavy,98,70,124.18,Foggy,23,3,Medium,Fill Pothole,Medium,Municipality,46,Repaired,2025-03-05
8827,SEG-5524,Delhi,Delhi,22.85721,71.57601,Highway,14,Transverse Crack,19,Dry,Moderate,74,86,30.35,Clear,37,6,High,Resurface Road,High,Highways Dept,64,Not Repaired,2025-09-18
8828,SEG-7882,Bengaluru,Karnataka,13.58484,89.40107,City Road,13,Edge Crack,20,Humid,Moderate,80,71,10.73,Foggy,31,4,High,Resurface Road,High,Municipality,7,Repaired,2025-05-08
8829,SEG-5998,Ahmedabad,Gujarat,26.723,68.47237,Village Road,6,Transverse Crack,30,Dry,Low,30,74,158.33,Poor,21,15,Critical,Immediate Barricade,Urgent,Municipality,52,Not Repaired,2025-03-08
8830,SEG-3399,Nagpur,Maharashtra,8.27828,77.98472,City Road,12,Longitudinal Crack,34,Rainy,Low,94,21,118.98,Foggy,6,6,Critical,Immediate Barricade,Urgent,Municipality,21,Not Repaired,2025-03-09
8831,SEG-3430,Indore,Madhya Pradesh,25.76173,74.58544,Highway,10,Alligator Crack,25,Rainy,Moderate,91,20,156.51,Clear,4,3,High,Resurface Road,High,Panchayat,33,Temporary Repair,2025-01-27
8832,SEG-1216,Thiruvananthapuram,Kerala,20.00734,74.81414,Highway,1,Edge Crack,4,Rainy,Low,44,68,10.33,Clear,17,14,Medium,Fill Pothole,Medium,Municipality,18,Temporary Repair,2025-02-08
8833,SEG-7025,Coimbatore,Tamil Nadu,27.88325,71.8209,City Road,9,Alligator Crack,10,Humid,Moderate,46,34,48.98,Foggy,1,9,Medium,Fill Pothole,Medium,Panchayat,14,Not Repaired,2025-08-20
8834,SEG-5273,Mumbai,Maharashtra,17.7634,79.01527,Village Road,24,Transverse Crack,12,Rainy,Low,62,83,22.01,Clear,23,2,High,Resurface Road,High,Highways Dept,61,Temporary Repair,2025-03-18
8835,SEG-4758,Chennai,Tamil Nadu,10.22046,85.9792,Village Road,14,Longitudinal Crack,9,Dry,Heavy,98,73,104.96,Clear,12,13,High,Resurface Road,High,Municipality,8,Not Repaired,2025-07-26
8836,SEG-8759,Bhopal,Madhya Pradesh,9.90213,75.78376,Highway,22,Longitudinal Crack,29,Humid,Low,35,73,76.37,Clear,32,8,Critical,Immediate Barricade,Urgent,Highways Dept,17,Repaired,2025-05-09
8837,SEG-9553,Mumbai,Maharashtra,26.93104,78.5338,Highway,10,Longitudinal Crack,21,Hot,Moderate,54,75,101.56,Foggy,31,12,High,Resurface Road,High,Municipality,20,Repaired,2025-06-20
8838,SEG-2944,Bengaluru,Karnataka,12.681,76.24204,Highway,0,Transverse Crack,17,Dry,Heavy,96,89,92.88,Clear,14,5,Medium,Fill Pothole,Medium,Panchayat,2,Repaired,2025-07-26
8839,SEG-7423,Delhi,Delhi,13.5793,87.03177,Village Road,12,Alligator Crack,3,Hot,Low,68,80,26.65,Poor,21,2,Medium,Fill Pothole,Medium,Highways Dept,46,Temporary Repair,2025-08-08
8840,SEG-4595,Udaipur,Rajasthan,8.81001,76.76946,Highway,6,Longitudinal Crack,9,Dry,Heavy,68,33,74.07,Poor,31,3,Medium,Fill Pothole,Medium,Highways Dept,69,Repaired,2025-01-24
8841,SEG-5514,Madurai,Tamil Nadu,20.04464,86.32934,Highway,17,Transverse Crack,19,Hot,Heavy,58,85,91.94,Clear,32,1,High,Resurface Road,High,Highways Dept,49,Temporary Repair,2025-04-11
8842,SEG-3888,Surat,Gujarat,9.54037,86.33982,Village Road,6,Edge Crack,36,Humid,Low,30,43,16.65,Clear,13,11,Critical,Immediate Barricade,Urgent,Municipality,59,Repaired,2025-02-15
8843,SEG-8346,Surat,Gujarat,13.36201,86.62158,Highway,24,Longitudinal Crack,32,Rainy,Moderate,100,39,149.14,Poor,6,2,Critical,Immediate Barricade,Urgent,Highways Dept,44,Repaired,2025-07-08
8844,SEG-8154,Thiruvananthapuram,Kerala,21.93387,88.83066,Village Road,1,Longitudinal Crack,20,Rainy,Moderate,95,31,192.43,Clear,10,5,Medium,Fill Pothole,Medium,Highways Dept,45,Repaired,2025-03-12
8845,SEG-5597,Jaipur,Rajasthan,26.08333,87.40498,Highway,22,Edge Crack,9,Dry,Low,80,72,4.41,Foggy,7,1,High,Resurface Road,High,Municipality,24,Repaired,2025-07-15
8846,SEG-1247,Kochi,Kerala,10.90391,74.88375,City Road,13,Alligator Crack,27,Humid,Heavy,59,40,130.67,Clear,32,10,Critical,Immediate Barricade,Urgent,Panchayat,12,Not Repaired,2025-01-19
8847,SEG-6665,Udaipur,Rajasthan,24.36376,84.81534,Village Road,14,Alligator Crack,18,Dry,Moderate,76,44,141.4,Clear,9,2,High,Resurface Road,High,Panchayat,47,Not Repaired,2025-04-26
8848,SEG-8457,Kochi,Kerala,12.16593,94.5864,Village Road,16,Longitudinal Crack,20,Rainy,Moderate,89,68,119.13,Clear,22,15,Critical,Immediate Barricade,Urgent,Panchayat,56,Not Repaired,2025-04-12
8849,SEG-6994,Coimbatore,Tamil Nadu,21.32121,91.67672,Highway,25,Alligator Crack,30,Humid,Low,55,76,5.52,Foggy,31,4,Critical,Immediate Barricade,Urgent,Highways Dept,43,Temporary Repair,2025-01-27
8850,SEG-6927,Jaipur,Rajasthan,27.42448,71.93799,City Road,20,Alligator Crack,15,Dry,Heavy,46,77,81.2,Foggy,47,15,Critical,Immediate Barricade,Urgent,Highways Dept,48,Temporary Repair,2025-01-19
8851,SEG-1250,Thiruvananthapuram,Kerala,15.04305,75.70779,Village Road,10,Edge Crack,4,Humid,Moderate,98,69,79.92,Foggy,2,8,Medium,Fill Pothole,Medium,Highways Dept,3,Temporary Repair,2025-03-25
8852,SEG-3289,Bengaluru,Karnataka,20.35281,74.96759,Village Road,3,Alligator Crack,17,Humid,Low,53,54,44.22,Clear,50,14,High,Resurface Road,High,Panchayat,46,Repaired,2025-02-11
8853,SEG-6891,Jaipur,Rajasthan,19.29453,85.06038,Highway,11,Alligator Crack,2,Rainy,Low,64,65,166.98,Clear,10,6,Medium,Fill Pothole,Medium,Municipality,15,Repaired,2025-09-05
8854,SEG-3829,Chennai,Tamil Nadu,15.80287,71.15045,Village Road,17,Longitudinal Crack,23,Rainy,Heavy,95,86,188.06,Clear,47,8,High,Resurface Road,High,Highways Dept,68,Repaired,2025-02-27
8855,SEG-8449,Coimbatore,Tamil Nadu,25.73615,86.22943,City Road,10,Transverse Crack,5,Hot,Moderate,66,60,113.7,Poor,55,8,Medium,Fill Pothole,Medium,Panchayat,13,Repaired,2025-05-13
8856,SEG-9244,Warangal,Telangana,17.13289,94.11511,City Road,23,Edge Crack,33,Hot,Low,94,44,151.18,Foggy,4,1,Critical,Immediate Barricade,Urgent,Municipality,26,Repaired,2025-07-25
8857,SEG-9574,Udaipur,Rajasthan,26.65774,80.37565,Highway,1,Longitudinal Crack,27,Hot,Moderate,57,76,121.99,Foggy,10,7,High,Resurface Road,High,Municipality,71,Not Repaired,2025-09-07
8858,SEG-2479,Thiruvananthapuram,Kerala,11.43191,68.75043,Village Road,18,Transverse Crack,7,Rainy,Low,94,77,182.96,Clear,34,13,High,Resurface Road,High,Municipality,27,Not Repaired,2025-12-17
8859,SEG-4824,Thiruvananthapuram,Kerala,13.23553,86.64098,Village Road,6,Alligator Crack,11,Humid,Low,83,41,34.51,Poor,49,2,Medium,Fill Pothole,Medium,Highways Dept,43,Not Repaired,2025-11-23
8860,SEG-7488,Mumbai,Maharashtra,16.13882,90.57633,Highway,23,Transverse Crack,35,Humid,Low,89,52,69.09,Poor,6,0,Critical,Immediate Barricade,Urgent,Highways Dept,46,Not Repaired,2025-02-27
8861,SEG-1381,Delhi,Delhi,23.169,83.53463,Highway,19,Edge Crack,30,Rainy,Moderate,100,24,57.13,Foggy,41,3,Critical,Immediate Barricade,Urgent,Panchayat,56,Temporary Repair,2025-04-10
8862,SEG-1689,Surat,Gujarat,9.95547,96.0281,Highway,14,Alligator Crack,39,Dry,Moderate,100,66,149.73,Foggy,8,6,Critical,Immediate Barricade,Urgent,Highways Dept,12,Repaired,2025-05-25
8863,SEG-3912,Indore,Madhya Pradesh,25.34753,96.44439,City Road,24,Alligator Crack,27,Humid,Heavy,91,54,186.8,Clear,34,7,Critical,Immediate Barricade,Urgent,Panchayat,43,Repaired,2025-09-03
8864,SEG-8811,Bhopal,Madhya Pradesh,23.60617,72.18899,Village Road,18,Edge Crack,28,Rainy,Moderate,52,38,55.64,Foggy,60,12,Critical,Immediate Barricade,Urgent,Panchayat,23,Temporary Repair,2025-08-08
8865,SEG-5820,Nagpur,Maharashtra,22.79454,85.58852,City Road,22,Alligator Crack,10,Humid,Heavy,41,73,182.5,Clear,36,3,High,Resurface Road,High,Municipality,7,Not Repaired,2025-05-16
8866,SEG-2908,Bhopal,Madhya Pradesh,14.12287,85.75719,Highway,22,Transverse Crack,0,Humid,Low,40,41,116.72,Foggy,10,15,High,Resurface Road,High,Municipality,12,Temporary Repair,2025-01-01
8867,SEG-4110,Nagpur,Maharashtra,25.85033,83.25154,City Road,18,Transverse Crack,3,Dry,Heavy,47,43,126.77,Poor,21,14,High,Resurface Road,High,Panchayat,55,Not Repaired,2025-05-02
8868,SEG-7746,Thiruvananthapuram,Kerala,11.1605,85.30528,Village Road,20,Edge Crack,5,Dry,Heavy,87,80,40.17,Clear,13,8,High,Resurface Road,High,Panchayat,72,Not Repaired,2025-06-14
8869,SEG-5890,Ahmedabad,Gujarat,10.20691,75.14935,City Road,12,Longitudinal Crack,30,Humid,Moderate,80,36,69.53,Clear,23,10,Critical,Immediate Barricade,Urgent,Municipality,68,Repaired,2025-04-01
8870,SEG-2645,Hyderabad,Telangana,8.15816,73.35121,Village Road,7,Transverse Crack,21,Hot,Low,35,31,199.9,Foggy,40,14,High,Resurface Road,High,Highways Dept,57,Repaired,2025-06-02
8871,SEG-1886,Mysuru,Karnataka,24.82467,80.19021,City Road,14,Transverse Crack,25,Dry,Moderate,94,77,132.84,Clear,17,3,High,Resurface Road,High,Highways Dept,26,Not Repaired,2025-06-20
8872,SEG-9323,Chennai,Tamil Nadu,18.8215,88.16391,Highway,19,Edge Crack,14,Dry,Heavy,54,44,124.93,Foggy,41,11,High,Resurface Road,High,Municipality,27,Temporary Repair,2025-02-09
8873,SEG-2830,Udaipur,Rajasthan,15.76435,70.7574,Village Road,18,Edge Crack,27,Hot,Low,94,82,190.99,Foggy,56,1,High,Resurface Road,High,Highways Dept,37,Temporary Repair,2025-05-14
8874,SEG-9750,Jaipur,Rajasthan,19.62392,68.4815,Highway,21,Transverse Crack,26,Dry,Moderate,50,50,173.6,Poor,51,7,Critical,Immediate Barricade,Urgent,Highways Dept,39,Repaired,2025-04-03
8875,SEG-4165,Bengaluru,Karnataka,9.63785,81.04248,Highway,16,Alligator Crack,4,Humid,Low,67,55,128.83,Poor,43,1,Medium,Fill Pothole,Medium,Panchayat,14,Repaired,2025-11-25
8876,SEG-3758,Pune,Maharashtra,18.14395,87.5547,City Road,17,Alligator Crack,24,Dry,Low,61,40,111.65,Poor,50,1,High,Resurface Road,High,Highways Dept,27,Not Repaired,2025-11-01
8877,SEG-1974,Ahmedabad,Gujarat,18.47954,71.25001,City Road,3,Transverse Crack,33,Humid,Low,80,46,68.28,Clear,52,11,High,Resurface Road,High,Panchayat,33,Not Repaired,2025-09-04
8878,SEG-5522,Mumbai,Maharashtra,17.75883,83.16235,Village Road,9,Transverse Crack,12,Rainy,Moderate,95,81,185.57,Poor,4,15,High,Resurface Road,High,Municipality,36,Temporary Repair,2025-11-10
8879,SEG-7742,Thiruvananthapuram,Kerala,27.96417,91.16283,Highway,7,Longitudinal Crack,25,Rainy,Low,96,23,148.8,Poor,45,15,High,Resurface Road,High,Municipality,63,Repaired,2025-11-20
8880,SEG-5372,Kochi,Kerala,13.19091,73.60614,Highway,0,Longitudinal Crack,39,Hot,Moderate,42,66,166.29,Poor,12,8,High,Resurface Road,High,Panchayat,54,Temporary Repair,2025-04-15
8881,SEG-8251,Indore,Madhya Pradesh,15.66385,96.35879,Highway,14,Longitudinal Crack,13,Hot,Moderate,67,60,131.42,Poor,15,11,High,Resurface Road,High,Highways Dept,23,Temporary Repair,2025-11-24
8882,SEG-9785,Jaipur,Rajasthan,10.85149,78.55218,City Road,3,Edge Crack,13,Rainy,Heavy,55,27,153.64,Clear,10,7,Medium,Fill Pothole,Medium,Municipality,1,Not Repaired,2025-10-17
8883,SEG-6203,Mumbai,Maharashtra,13.00889,78.30731,Highway,16,Transverse Crack,5,Humid,Moderate,33,79,169.09,Poor,26,10,High,Resurface Road,High,Municipality,37,Repaired,2025-10-28
8884,SEG-2354,Hyderabad,Telangana,19.42361,69.42345,Highway,0,Edge Crack,9,Dry,Heavy,43,58,104.55,Foggy,27,3,Low,Seal Cracks,Low,Highways Dept,25,Not Repaired,2025-08-10
8885,SEG-2656,Nagpur,Maharashtra,24.28917,87.96201,Village Road,16,Edge Crack,39,Humid,Heavy,42,84,188.79,Clear,58,5,Critical,Immediate Barricade,Urgent,Municipality,21,Repaired,2025-06-21
8886,SEG-9144,Indore,Madhya Pradesh,11.39404,88.33015,Village Road,18,Transverse Crack,4,Rainy,Moderate,42,69,20.64,Foggy,48,1,Medium,Fill Pothole,Medium,Panchayat,71,Temporary Repair,2025-08-28
8887,SEG-7546,Ahmedabad,Gujarat,14.42946,82.43739,Highway,18,Edge Crack,20,Humid,Low,34,57,59.26,Clear,24,13,Critical,Immediate Barricade,Urgent,Highways Dept,15,Repaired,2025-06-16
8888,SEG-2962,Udaipur,Rajasthan,18.35987,95.99095,City Road,4,Longitudinal Crack,21,Humid,Heavy,66,45,165.72,Foggy,6,9,High,Resurface Road,High,Municipality,59,Temporary Repair,2025-08-02
8889,SEG-3486,Madurai,Tamil Nadu,21.55172,88.61271,Village Road,4,Transverse Crack,38,Rainy,Low,65,67,13.23,Foggy,53,1,High,Resurface Road,High,Highways Dept,24,Not Repaired,2025-12-13
8890,SEG-2155,Noida,Uttar Pradesh,21.00582,89.80137,Highway,20,Transverse Crack,15,Hot,Low,75,77,111.91,Poor,11,15,Critical,Immediate Barricade,Urgent,Highways Dept,68,Not Repaired,2025-03-08
8891,SEG-6918,Indore,Madhya Pradesh,22.61458,92.97661,Highway,22,Edge Crack,33,Humid,Heavy,76,81,180.63,Foggy,30,10,Critical,Immediate Barricade,Urgent,Municipality,56,Temporary Repair,2025-08-06
8892,SEG-2106,Jaipur,Rajasthan,19.66605,71.80302,City Road,23,Edge Crack,26,Humid,Heavy,46,34,94.93,Poor,41,8,Critical,Immediate Barricade,Urgent,Municipality,10,Temporary Repair,2025-06-21
8893,SEG-3408,Bengaluru,Karnataka,18.23043,76.94928,Village Road,1,Alligator Crack,23,Dry,Heavy,70,68,147.77,Foggy,46,13,High,Resurface Road,High,Panchayat,19,Repaired,2025-05-11
8894,SEG-5920,Chennai,Tamil Nadu,26.30579,85.11438,Village Road,24,Longitudinal Crack,39,Rainy,Moderate,84,50,127.55,Foggy,47,6,Critical,Immediate Barricade,Urgent,Highways Dept,62,Not Repaired,2025-07-06
8895,SEG-7336,Mumbai,Maharashtra,14.7363,89.55298,City Road,18,Longitudinal Crack,2,Humid,Moderate,81,90,88.61,Poor,20,0,Medium,Fill Pothole,Medium,Highways Dept,21,Not Repaired,2025-01-24
8896,SEG-5635,Mumbai,Maharashtra,15.2728,87.60525,Village Road,16,Alligator Crack,36,Humid,Low,52,43,134.94,Foggy,12,9,Critical,Immediate Barricade,Urgent,Municipality,27,Repaired,2025-05-05
8897,SEG-2043,Mumbai,Maharashtra,15.44982,82.69948,Highway,25,Transverse Crack,36,Hot,Moderate,89,37,151.16,Foggy,6,6,Critical,Immediate Barricade,Urgent,Panchayat,2,Not Repaired,2025-07-01
8898,SEG-1438,Madurai,Tamil Nadu,15.20632,80.00061,Village Road,23,Edge Crack,10,Humid,Low,30,22,107.91,Foggy,12,10,High,Resurface Road,High,Municipality,66,Not Repaired,2025-08-19
8899,SEG-6858,Thiruvananthapuram,Kerala,12.9064,92.53818,City Road,6,Transverse Crack,15,Rainy,Moderate,80,73,52.11,Poor,47,14,High,Resurface Road,High,Highways Dept,55,Not Repaired,2025-12-09
